"Mineral Name","RRUFF Chemistry (concise)","IMA Chemistry (concise)","Chemistry Elements","IMA Number","RRUFF IDs","Database ID","Country of Type Locality","Year First Published","IMA Status","Structural Groupname","Fleischers Groupname","Status Notes","Crystal Systems","Oldest Known Age (Ma)","Valence Elements","IMA Mineral Symbol"
"Dickinsonite-(KMnNa)","K(NaMn^2+^)CaNa_3_AlMn^2+^_13_(PO_4_)_12_(OH)_2_","K(NaMn)CaNa_3_AlMn_13_(PO_4_)_12_(OH)_2_","K Na Mn Ca Al P O H","IMA2005-048","R160071","1672","USA","1878","Approved","Arrojadite","dickinsonite","Brush G J, Dana E S (1878) On a new and remarkable mineral locality in Fairfield County, Connecticut; with a description of several new species occurring there. First Paper., American Journal of Science and Arts 16, 33-46; 114-123

Name changed from dickinsonite:
Chopin C, Oberti R, Camara F (2006) The arrojadite enigma: II. Compositional space, new members, and nomenclature of the group, American Mineralogist 91, 1260-1270","monoclinic","2772","K Na Mn^2+ Ca Al P O H","Dcn-KMnNa"
"Digenite","Cu_1.8_S","Cu_1.8_S","Cu S","","R060840","1678","Germany","1844","Approved","Digenite"," ","Breithaupt A (1844) Zwei neue kupfer enthaltende mineralien aus der ordnung der glanze, Annalen der Physik und Chemie 137, 671-675","cubic|hexagonal","4000","Cu S","Dg"
"Diopside","CaMgSi_2_O_6_","CaMgSi_2_O_6_","Ca Mg Si O","","R040009 R040097 R050406 R050496 R050666 R060061 R060085 R060171 R060276 R060861 R070123 R090046 R110128 R120003","1681","Italy","1800","Approved","Pyroxene","pyroxene","d’Andrada J B (1800) Der eigenschaften und kennzeichen einiger neuen fossilien aus Schweden und Norwegen nebst einigen chemischen bemerkungen ueber dieselben, Allgemeines Journal der Chemie 4, 28-39","monoclinic","4700","Ca Mg Si O","Di"
"Dissakisite-(Ce)","CaCeMgAl_2_(Si_2_O_7_)(SiO_4_)O(OH)","CaCe(Al_2_Mg)[Si_2_O_7_][SiO_4_]O(OH)","Ca Ce Al Mg Si O H","IMA1990-004","","1683","Antarctica","1990","Approved","Epidote, allanite","epidote","Grew E S, Essene E J, Peacor D R, Su S-C, Asami M (1991) Dissakisite-(Ce), a new member of the epidote group and the Mg analogue of allanite-(Ce), from Antarctica, American Mineralogist 76, 1990-1997","monoclinic","2500","Ca Ce Mg Al Si O H","Dis-Ce"
"Dissakisite-(La)","CaLaMgAl_2_(Si_2_O_7_)(SiO_4_)O(OH)","CaLa(Al_2_Mg)[Si_2_O_7_][SiO_4_]O(OH)","Ca La Al Mg Si O H","IMA2003-007","","5222","Italy","2003","Approved","Epidote, allanite","epidote","Tumiati S, Godard G, Martin S, Nimis P, Mair V, Boyer B (2005) Dissakisite-(La) from the Ulten zone peridotite (Italian Eastern Alps): A new end-member of the epidote group, American Mineralogist 90, 1177-1185","monoclinic","260","Ca La Mg Al Si O H","Dis-La"
"Diversilite-(Ce)","Na_2_Ba_6_Ce^3+^_2_Fe^2+^Ti^4+^_3_Si_12_O_36_(OH)_10_·nH_2_O","Na_2_Ba_6_Ce_2_Fe^2+^Ti_3_Si_12_O_36_(OH)_10_·nH_2_O","Na Ba Ce Fe Ti Si O H","IMA2002-043","","4983","Russia","2002","Approved"," "," ","Khomyakov A P, Nechelyustov G N, Rastsvetaeva R K, Ma Zhesheng (2003) Diversilite-(Ce), Na<sub>2</sub>(Ba,K)<sub>6</sub>Ce<sub>2</sub>Fe<sup>2+</sup>Ti<sub>3</sub>[Si<sub>3</sub>O<sub>9</sub>]<sub>3</sub>[SiO<sub>3</sub>OH]<sub>3</sub>(OH,H<sub>2</sub>O)<sub>9</sub>, a new silicate with heterogeneous tetrahedral complexes from the Khibina alkaline massif, Kola Peninsula, Russia, Zapiski Vserossijskogo Mineralogicheskogo Obshchestva 132(5) 34-39","hexagonal","413.6","Na Ba Ce^3+ Fe^2+ Ti^4+ Si O H","Dvs-Ce"
"Djerfisherite","K_6_(Fe,Cu,Ni)_25_S_26_Cl","K_6_(Fe,Cu,Ni)_25_S_26_Cl","K Fe Cu Ni S Cl","IMA1965-028","R070390","1686","South Africa (meteorite)","1965","Approved","Djerfisherite","djerfisherite","Fuchs L H (1966) Djerfisherite, alkali copper-iron sulfide: A new mineral from enstatite chondrites, Science 153, 166-167

Chemical formula revised from K<sub>3</sub>(Na.Cu)(Fe,Ni)<sub>12</sub>S<sub>14</sub>:
Dmitrieva M T, Ilyukhin V V (1976) Crystal structure of jerfisherite, Soviet Physics - Doklady 20, 469-470

Chemical formula revised again:
Henderson C M B, Kogarko L N, Plant D A (1999) Extreme closed system fractionation of volatile-rich, ultrabasic peralkaline melt inclusions and the occurrence of djerfisherite in the Kugda alkaline complex, Siberia, Mineralogical Magazine 63, 433-438","cubic","2050","K Fe Cu Ni S Cl","Djr"
"Dolomite","CaMg(CO_3_)_2_","CaMg(CO_3_)_2_","Ca Mg C O","","R040030 R050129 R050241 R050272 R050357 R050370 R100118 R100168","1691","Italy","1792","Grandfathered|Approved","Dolomite","dolomite","Saussure H B (1792) Analyse de la dolomie, Observations sur la Physique, sur l’Histoire Naturelle et sur les Arts 40, 161-173","hexagonal","4700","Ca Mg C O","Dol"
"Donnayite-(Y)","NaSr_3_CaY(CO_3_)_6_·3H_2_O","NaSr_3_CaY(CO_3_)_6_·3H_2_O","Na Sr Ca Y C O H","IMA1978-007, IMA1987 s.p.","R110164","1695","Canada","1978","Approved|Renamed","Mckelveyite","mckelveyite","Chao G Y, Mainwaring P R, Baker J (1978) Donnayite, NaCaSr<sub>3</sub>Y(CO<sub>3</sub>)<sub>6</sub>·3H<sub>2</sub>O, a new mineral from Mont St-Hilaire, Québec, The Canadian Mineralogist 16, 335-340

Name changed from donnayite:
Nickel E H, Mandarino J A (1987) Procedures involving the IMA Commission on New Minerals and Mineral Names and guidelines on mineral nomenclature, American Mineralogist 72, 1031-1042","triclinic|hexagonal","1300","Na Sr Ca Y C O H","Dna-Y"
"Dorfmanite","Na_2_(PO_3_OH)·2H_2_O","Na_2_(PO_3_OH)·2H_2_O","Na P O H","IMA1979-053","","1698","Russia","1979","Approved"," "," ","Kapustin Y L, Pudovkina Z V, Bykova T E (1980) Dorfmanite, a new mineral, Zapiski Vsesoyuznogo Mineralogicheskogo Obshchestva 109(2), 211-216","orthorhombic","2644","Na P O H","Dfm"
"Dovyrenite","Ca_6_Zr^4+^(Si_2_O_7_)_2_(OH)_4_","Ca_6_Zr(Si_2_O_7_)_2_(OH)_4_","Ca Zr Si O H","IMA2007-002","","5568","Russia","2007","Approved"," "," ","Galuskin E V, Pertsev N N, Armbruster T, Kadiyski M, Zadov A E, Galuskina I O, Dzierzanowski P, Wrzalik R, Kislov E V (2007) Dovyrenite Ca<sub>6</sub>Zr[Si<sub>2</sub>O<sub>7</sub>]<sub>2</sub>(OH)<sub>4</sub> - a new mineral from skarned carbonate xenoliths in basic-ultrabasic rocks of the Ioko-Dovyren Massif, Northern Baikal Region, Russia, Mineralogia Polonica 38, 15-28","orthorhombic","794","Ca Zr^4+ Si O H","Dov"
"Doyleite","Al(OH)_3_","Al(OH)_3_","Al O H","IMA1980-041","","1702","Canada","1980","Approved"," "," ","Chao G Y, Baker J, Sabina A P, Roberts A C (1985) Doyleite, a new polymorph of Al(OH)<sub>3</sub>, and its relationship to bayerite, gibbsite and nordstrandite, The Canadian Mineralogist 23, 21-28","triclinic","1590","Al O H","Doy"
"Dravite","NaMg_3_Al_6_(Si_6_O_18_)(BO_3_)_3_(OH)_3_OH","NaMg_3_Al_6_(Si_6_O_18_)(BO_3_)_3_(OH)_3_(OH)","Na Mg Al Si O B H","","R040088 R050059 R050077 R060286 R060280 R060534","1704","Slovenia","1884","Grandfathered|Approved","Tourmaline","tourmaline","Tschermak G (1884) Turmalin, in Lehrbuch der Mineralogie, Alfred Hölder (Wein, Austria) 470-472","hexagonal|triclinic","3077","Na Mg Al Si O B H","Drv"
"Dualite","Na_30_(Ca,Na,Ce,Sr)_12_(Na,Mn^2+^,Fe^2+^,Ti^4+^)_6_Zr^4+^_3_Ti^4+^_3_Mn^2+^Si_51_O_144_(OH,H_2_O,Cl)_9_","Na_30_(Ca,Na,Ce,Sr)_12_(Na,Mn,Fe,Ti)_6_Zr_3_Ti_3_MnSi_51_O_144_(OH,H_2_O,Cl)_9_","Na Ca Ce Sr Mn Fe Ti Zr Si O H Cl","IMA2005-019","","5575","Russia","2005","Approved","Eudialyte"," ","Khomyakov A P, Nechelyustov G N, Rastsvetaeva R K (2007) Dualite, Na<sub>30</sub>(Ca,Na,Ce,Sr)<sub>12</sub>(Na,Mn,Fe,Ti)<sub>6</sub>Zr<sub>3</sub>Ti<sub>3</sub>MnSi<sub>51</sub>O<sub>144</sub>(OH,H<sub>2</sub>O,Cl)<sub>9</sub>, a new zircono-titanosilicate with a modular eudialyte-like structure from Lovozero alkaline massif, Kola Peninsula, Russia, Zapiski Rossiiskogo Mineralogicheskogo Obshchetstva 136(4), 31-42","hexagonal","363","Na Ca Ce Sr Mn^2+ Fe^2+ Ti^4+ Zr^4+ Si O H Cl","Dua"
"Durangite","NaAlAs^5+^O_4_F","NaAl(AsO_4_)F","Na Al As O F","","R060889 R120118","1716","Mexico","1869","Grandfathered|Approved","Titanite","durangite","Brush G J (1869) On durangite, a fluo-arsenate from Durango in Mexico, The American Journal of Science and Arts 98, 179-182","monoclinic","25","Na Al As^5+ O F","Dur"
"Dusmatovite","KK_2_Mn^2+^_2_(Zn^2+^_2_LiSi_12_)O_30_","KK_2_Mn_2_(Zn_2_LiSi_12_)O_30_","K Mn Zn Li Si O","IMA1994-010","","1718","Tajikistan","1994","Approved","Milarite","milarite","Pautov L A, Agakhanov A A, Sokolova E V, Ignatenko K I (1996) Dusmatovite, a new mineral of the milarite group, Vestnik Moskovskogo Universiteta, Geologiya 4, 54-60","hexagonal","270","K Mn^2+ Zn^2+ Li Si O","Dus"
"Dutkevichite-(Ce)","NaZn^2+^Ba_2_Ce_2_Ti^4+^_2_Si_8_O_26_F·H_2_O","NaZnBa_2_Ce_2_Ti_2_Si_8_O_26_F·H_2_O","Na Zn Ba Ce Ti Si O F H","IMA2019-102","","6988","Tajikistan","2020","Pending publication|Approved","Joaquinite"," ","Agakhanov, A.A., Pautov, L.A., Zubkova, N.V., Zolotarev, A.A., Kasatkin, A.V., Karpenko, V.Y., Pekov, I.V., Agakhanova, V.A., Muftakhov, V.A., Škoda, R. and Britvin, S.N. (2020) Dutkevichite-(Ce), IMA 2019-102. CNMNC Newsletter No. 54; Mineralogical Magazine, 84, https://doi.org/10.1180/mgm.2020.21","orthorhombic","","Na Zn^2+ Ba Ce Ti^4+ Si O F H","Dut-Ce"
"Dyrnaesite-(La)","Na_8_Ce^4+^La^3+^_2_(PO_4_)_6_","Na_8_Ce^4+^(La,REE)_2_(PO_4_)_6_","Na Ce La REE P O","IMA2014-070","","6369","Denmark (Greenland)","2014","Approved","Vitusite"," ","Rønsbo J G, Balić-Žunić T, Petersen O V (2017) Dyrnaesite-(La) a new hyperagpaitic mineral from the Ilímaussaq alkaline complex, South Greenland. Mineralogical Magazine 81, 103-111


","orthorhombic","","Na Ce^4+ La^3+ P O","Dyr-La"
"Eastonite","KAlMg_2_(Si_2_Al_2_)O_10_(OH)_2_","KAlMg_2_(Si_2_Al_2_)O_10_(OH)_2_","K Al Mg Si O H","","R100078","1729","USA","1925","Approved|Redefined","Mica","mica-true micas","Winchell A N (1925) Studies in the mica group - Part 1, American Journal of Science 9, 309-327

Discredited:
Livi K J T, Veblen D R (1987) “Eastonite” from Easton, Pennsylvania: A mixture of phlogopite and a new form of serpentine, American Mineralogist 72, 113-125

Redefined:
Rieder M, Cavazzini G, D’Yakonov Y S, Frank-Kamenetskii V A, Gottardt G, Guggenheim S, Koval P V, Muller G, Neiva A M R, Radoslovich E W, Robert J L, Sassi F P, Takeda H, Weiss Z, Wones D R (1998) Nomenclature of the micas, The Canadian Mineralogist 36, 905-912","monoclinic","2613","K Al Mg Si O H","Eas"
"Eckermannite","NaNa_2_(Mg_4_Al)Si_8_O_22_(OH)_2_","NaNa_2_(Mg_4_Al)Si_8_O_22_(OH)_2_","Na Mg Al Si O H","IMA2013-136","R060320","1732","Myanmar","2015","Approved","Amphibole","amphibole-group 4 Na","Adamson O J (1942) Eckermannite, a new alkali amphibole. Preliminary note., Geologiska Föreningens i Stockholm Förhandlingar 64, 329-334

Original holotype is actually fluoro-leakeite, so a new type sample and locality for eckermannite was established:
Oberti R, Boiocchi M, Hawthorne F C, Ball N A, Harlow G E (2015) Eckermannite revised: the new holotype from the Jade Mine Track, Myanmar - crystal structure, mineral data, and hints on the reasons for the rarity of eckermannite. American Mineralogist 100, 909-914","monoclinic","441","Na Mg Al Si O H","Eck"
"Edenite","NaCa_2_Mg_5_(Si_7_Al)O_22_(OH)_2_","NaCa_2_Mg_5_(Si_7_Al)O_22_(OH)_2_","Na Ca Mg Si Al O H","","R050415 R060029","1735","USA","1839","Approved|Redefined","Amphibole","amphibole-group 2 Ca","Glocker E F (1839) IX. Amphibolite 5. Edenische hornblende oder edenit, in Grundriss der Mineralogie mit Einschluss der Geognosie und Petrefactenkunde, Verlag von Johann Leonhard Schrag (Nürnberg) 410-410","monoclinic","2639","Na Ca Mg Si Al O H","Ed"
"Edgarite","Fe^3+^Nb^3+^_3_S^2-^_6_","FeNb_3_S_6_","Fe Nb S","IMA1995-017","R060850","1737","Russia","1995","Approved"," "," ","Barkov A Y, Martin R F, Men'shikov Y P, Savchenko Y E, Thibault Y, Laajoki K V O (2000) Edgarite, FeNb_3_S_6_, first natural niobium rich sulfide from the Khibina alkaline complex, Russian Far North: evidence for chalcophile behavior of Nb in a fenite, Contributions to Mineralogy and Petrology 138, 229-236","hexagonal","413.6","Fe^3+ Nb^3+ S^2-","Edg"
"Edingtonite","Ba(Si_3_Al_2_)O_10_·4H_2_O","Ba(Si_3_Al_2_)O_10_·4H_2_O","Ba Si Al O H","","R040003 R040110","1738","United Kingdom","1825","Grandfathered|Approved","Edingtonite","zeolite","Haidinger W (1825) Description of edingtonite, a new mineral species, Edinburgh Journal of Science 3, 316-320","orthorhombic|tetragonal","500","Ba Si Al O H","Edi"
"Eirikite","KNa_6_Be_2_(Si_15_Al_3_)O_39_F_2_","KNa_6_Be_2_(Si_15_Al_3_)O_39_F_2_","K Na Be Si Al O F","IMA2007-017","R120006","5621","Norway","2007","Approved","Leifite"," ","The mineral is named but not described:
Grice J D (2008) Be-silicates: New minerals, structure topologies, classification and uses, Geochimica et Cosmochimica Acta 72, A329-A329

Mineral described in this publication:
Larsen A O, Kolitsch U, Gault R A, Giester G (2010) Eirikite, a new mineral species of the leifite group from the Langesundsfjord district, Norway, European Journal of Mineralogy 22, 875-880","hexagonal","370","K Na Be Si Al O F","Eir"
"Eitelite","Na_2_Mg(CO_3_)_2_","Na_2_Mg(CO_3_)_2_","Na Mg C O","","R110214","1745","USA","1955","Grandfathered|Approved"," "," ","Milton C, Axelrod J M, Grimaldi F S (1955) New minerals, reedmergnerite (Na_2_O·B_2_O_3_·6SiO_2_) and eitelite (Na_2_O·MgO·2CO_2_) associated with leucosphenite, shortite, searlesite, and crocidolite in the Green River formation, Utah, American Mineralogist 40, 326-327","hexagonal","500","Na Mg C O","Eit"
"Ekanite","Ca_2_ThSi_8_O_20_","Ca_2_ThSi_8_O_20_","Ca Th Si O","","R080036 R100158","1746","Sri Lanka","1961","Approved","Amorphous"," ","Anderson B W, Claringbull G F, Davis R J, Hill D K (1961) Ekanite, a new metamict mineral from Ceylon, Nature 190, 997-997","tetragonal","2000","Ca Th Si O","Ek"
"Ekebergite","Th^4+^Fe^2+^Nb^5+^_2_O_8_","ThFeNb_2_O_8_","Th Fe Nb O","IMA2018-088","","6817","Germany","2018","Pending publication|Approved","Not in a structural group"," ","Kjellman, J., Pay Gómez, C., Lazor, P., Majka, J., Stanley, C. and Najorka, J. (2018) Ekebergite, IMA 2018-088. CNMNC Newsletter No. 46, December 2018, page 1373; Mineralogical Magazine, 82, 1369–1379","monoclinic","354","Th^4+ Fe^2+ Nb^5+ O","Ekb"
"Ekplexite","(Nb,Mo,W)S_2_·(Mg_1-x_Al_x_)(OH)_2+x_","(Nb,Mo)S_2_·(Mg_1-x_Al_x_)(OH)_2+x_","Nb Mo S Mg Al O H","IMA2011-082","","6024","Russia","2011","Approved","Valleriite"," ","Pekov I V, Yapaskurt V O, Polekhovsky Y S, Vigasina M F, Siidra O I (2014) Ekplexite (Nb,Mo)S_2_·(Mg_1-x_Al_x_)(OH)_2+x_, kaskasite (Mo,Nb)S_2_·(Mg_1-x_Al_x_)(OH)_2+x_ and manganokaskasite (Mo,Nb)S_2_·(Mn_1-x_Al_x_)(OH)_2+x_, three new valleriite-group mineral species from the Khibiny alkaline complex, Kola peninsula, Russia. Mineralogical Magazine 78, 663-679","hexagonal","413.6","Nb Mo W S Mg Al O H","Ekp"
"Elbaite","Na(Al_1.5_Li_1.5_)Al_6_(Si_6_O_18_)(BO_3_)_3_(OH)_3_OH","Na(Al_1.5_Li_1.5_)Al_6_(Si_6_O_18_)(BO_3_)_3_(OH)_3_(OH)","Na Al Li Si O B H","","R050119 R050260 R050487 R060003 R060566 R060631 R060562 R060560 R070077 R070564 R100137","1749","Italy","1913","Grandfathered|Approved","Tourmaline","tourmaline","Vernadsky W (1913) Über die chemische Formel der Turmaline. Zeitschrift für Krystallographie und Mineralogie 53, 273-288.","hexagonal","3077","Na Al Li Si O B H","Elb"
"Eliopoulosite","V_7_S_8_","V_7_S_8_","V S","IMA2019-096","","6981","Greece","2020","Pending publication|Approved"," "," ","Bindi, L., Zaccarini, F., Bonazzi, P., Grammatikopoulos, T., Tsikouras, B., Stanley, C.J. and Garuti, G. (2020) Eliopoulosite, IMA 2019-096. CNMNC Newsletter No. 53; Mineralogical Magazine, 84, https://doi.org/10.1180/mgm.2020.5","hexagonal","","V S","Epo"
"Eliseevite","Na_1.5_Li{Ti^4+^_2_O_2_[Si_4_O_10.5_(OH)_1.5_]}·2H_2_O","Na_1.5_Li{Ti_2_O_2_[Si_4_O_10.5_(OH)_1.5_]}·2H_2_O","Na Li Ti O Si H","IMA2010-031","R130075","5862","Russia","2010","Approved"," "," ","Yakovenchuk V N, Ivanyuk G Y, Krivovichev S V, Pakhomovsky Y A, Selivanova E A, Korchak J A, Men'shikov Y P, Drogobuzhskaya S V, Zalkind O A (2011) Eliseevite, Na_1.5_Li[Ti_2_Si_4_O_12.5_(OH)_1.5_]·2H_2_O, a new microporous titanosilicate from the Lovozero alkaline massif (Kola Peninsula, Russia), American Mineralogist 96, 1624-1629","monoclinic","363","Na Li Ti^4+ O Si H","Esv"
"Ellinaite","CaCr^3+^_2_O_4_","CaCr_2_O_4_","Ca Cr O","IMA2019-091","","6977","Israel","2020","Approved","Post-spinel"," ","Galuskina I O, Stachowicz M, Woźniak K, Vapnik Y, Galuskin E (2021) Mcconnellite, CuCrO_2_ and ellinaite, CaCr_2_O_4_, from varicoloured spurrite marble of the Daba-Siwaqa area, Hatrurim Complex, Jordan. Mineralogical Magazine 85, 387-397","orthorhombic","","Ca Cr^3+ O","El"
"Ellingsenite","Na_5_Ca_6_Si_18_O_38_(OH)_13_·6H_2_O","Na_5_Ca_6_Si_18_O_38_(OH)_13_·6H_2_O","Na Ca Si O H","IMA2009-041","","5770","Namibia","2009","Approved"," "," ","Yakovenchuk V N, Ivanyuk G Y, Pakhomovsky Y A, Selivanova E A, Mikhailova J A, Krivovichev S V, Zolotarev A A, Zalkind O A (2011) Ellingsenite, Na_5_Ca_6_Si_18_O_38_(OH)_13_·6H_2_O, a new martinite-related mineral species from phonolite of the Aris alkaline complex, Namibia, The Canadian Mineralogist 49, 1165-1173","triclinic","32.2","Na Ca Si O H","Elg"
"Elpidite","Na_2_Zr^4+^Si_6_O_15_·3H_2_O","Na_2_ZrSi_6_O_15_·3H_2_O","Na Zr Si O H","","R060064 R060200 R060214","1753","Denmark (Greenland)","1894","Grandfathered|Approved"," "," ","Lindström G (1894) Elpidit, ett nytt mineral från Igaliko, Geologiska Föreningens i Stockholm Förhandlingar 16, 330-335","orthorhombic","2500","Na Zr^4+ Si O H","Epd"
"Emmerichite","Ba_2_Ti^4+^_2_Na_3_Fe^3+^(Si_2_O_7_)_2_O_2_F_2_","Ba_2_Ti_2_Na_3_Fe^3+^(Si_2_O_7_)_2_O_2_F_2_","Ba Ti Na Fe Si O F","IMA2013-064","","6224","Germany","2013","Approved|Redefined","Seidozerite-Lamprophyllite"," ","Chukanov N V, Rastsvetaeva R K, Aksenov S M, Blass G, Pekov I V, Belakovskiy D I, Tschörtner (2014) Emmerichite, Ba_2_Na(Na,Fe^2+^)_2_(Fe^3+^,Mg)Ti_2_(Si_2_O_7_)_2_O_2_F_2_, a new lamprophyllite-group mineral from the Eifel volcanic region, Germany. New Data on Minerals 49, 5-13","monoclinic","354","Ba Ti^4+ Na Fe^3+ Si O F","Emr"
"Englishite","K_3_Na_2_Ca_10_Al_15_(OH)_7_(PO_4_)_21_·26H_2_O","K_3_Na_2_Ca_10_Al_15_(OH)_7_(PO_4_)_21_·26H_2_O","K Na Ca Al O H P","","R060825","1762","USA","1930","Grandfathered|Approved"," "," ","Larsen E S, Shannon E V (1930) The minerals of the phosphate nodules from near Fairfield, Utah, American Mineralogist 15, 307-337","monoclinic","1702","K Na Ca Al O H P","Egs"
"Enstatite","MgSiO_3_","Mg_2_Si_2_O_6_","Mg Si O","","R040093 R040094 R050644 R060630 R060744 R070097 R070418 R070550 R070641 R100093 R120168 R120174","1763","Czech Republic","1855","Approved","Pyroxene","pyroxene","Kenngott A (1855) Mineralogische notizen, betreffend die bekannten species: Karstenit, dolomit, millerit, turmalin, galaktit, wasser, plagionit, diopsid, zinkit, calcit und felsobanyt, sowie zwei neue: den enstatit im geschlechte der augit-spathe und den pseudophit im geschlechte der serpentin-steatite, Sitzungsberichte der Kaiserlichen Akademie der Wissenschaften 16, 152-179","orthorhombic","4700","Mg Si O","En"
"Epididymite","Na_2_Be_2_Si_6_O_15_·H_2_O","Na_2_Be_2_Si_6_O_15_·H_2_O","Na Be Si O H","","R060773 R070580 R110029","1766","Denmark (Greenland)","1893","Grandfathered|Approved","Not in a structural group"," ","Flink G (1893) Om några mineral från Grönland, Geologiska Föreningens i Stockholm Förhandlingar 15, 195-208

Chemical formula redefined:
Gatta G D, Rotiroti N, McIntyre G J, Guastoni A, Nestola F (2008) New insights into the crystal chemistry of epididymite and eudidymite from Malosa, Malawi: A single-crystal neutron diffraction study, American Mineralogist 93, 1158-1165","orthorhombic","1600","Na Be Si O H","Edd"
"Epidote","Ca_2_Fe^3+^Al_2_(Si_2_O_7_)(SiO_4_)O(OH)","Ca_2_(Al_2_Fe^3+^)[Si_2_O_7_][SiO_4_]O(OH)","Ca Al Fe Si O H","","R040089 R040092 R050064 R050131 R050191 R050202 R050303 R070205 R100129 R100148 R110127 R110129","1767","unknown","1801","Grandfathered|Approved","Clinozoisite, Epidote","epidote","Haüy R J (1801) Epidote, Traité de Minéralogie 3, 102-113","monoclinic","4000","Ca Fe^3+ Al Si O H","Ep"
"Epistolite","(Na[box])Nb^5+^_2_Na_3_Ti^4+^(Si_2_O_7_)_2_O_2_(OH)_2_(H_2_O)_4_","(Na[box])Nb_2_Na_3_Ti(Si_2_O_7_)_2_O_2_(OH)_2_(H_2_O)_4_","Na Nb Ti Si O H","","R070396","1769","Denmark (Greenland)","1901","Approved|Redefined","Seidozerite-Lamprophyllite","epistolite","Boeggild O B (1901) Epistolite, a new mineral, Meddelelser om Grønland 24, 183-190","triclinic","1160","Na Nb^5+ Ti^4+ Si O H","Epi"
"Erlichmanite","Os^2+^(S_2_)^2-^","OsS_2_","Os S","IMA1970-048","R070095","1780","USA","1970","Approved","Pyrite","pyrite","Snetsinger K G (1971) Erlichmanite (OsS_2_), a new mineral, American Mineralogist 56, 1501-1506","cubic","3074","Os^2+ S","Erl"
"Ernstite","(Mn^2+^,Fe^3+^)AlPO_4_(OH,O)_2_","(Mn^2+^,Fe^3+^)Al(PO_4_)(OH,O)_2_","Mn Fe Al P O H","IMA1970-012","","1783","Namibia","1970","Approved","Childrenite"," ","Seeliger E, Mücke A (1970) Ernstit, ein neues Mn^2+^-Fe^3+^-Al-phosphat und seine beziehungen zum eosphorit, Neues Jahrbuch für Mineralogie, Monatshefte 1970, 289-298","orthorhombic|monoclinic","1800","Mn^2+ Fe^3+ Al P O H","Ens"
"Ershovite","K_3_Na_4_(Fe^2+^,Mn^2+^,Ti^4+^)_2_Si_8_O_20_(OH,O)_4_·4H_2_O","K_3_Na_4_(Fe,Mn,Ti)_2_Si_8_O_20_(OH,O)_4_·4H_2_O","K Na Fe Mn Ti Si O H","IMA1991-014","","1784","Russia","1991","Approved","Ershovite"," ","Khomyakov A P, Menshikov Y P, Rastsvetaeva R K, Necheljustov G N (1993) Ershovite Na_4_K_3_(Fe,Mn,Ti)_2_Si_8_O_20_(OH)_4_·4H_2_O - a new mineral, Zapiski Vserossijskogo Mineralogicheskogo Obshchestva 122(1), 116-120","triclinic","413.6","K Na Fe^2+ Mn^2+ Ti^4+ Si O H","Esh"
