Mineral Name,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p11,p12,p13,p14,p15,p16,p17,p18,p19,p20,p21,p22,p23,p24,p25,p26,p27,p28,p29,p30,p31,p32,p33,p34,p35,p36,p37,p38,p39,p40,p41,p42,p43,p44,p45a,p45b,p46,p47a,p47b,p47c,p47d,p47e,p47f,p47g,p47h,p47i,p48,p49,p50,p51,p52,p53,p54,p55,p56,p57,Lunar,BQ,BS,BT
Tsnigriite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,Ag9SbTe3S3
Tsugaruite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,Pb28As15S50Cl
Tsumcorite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,2,11,"(Pb2,Ca,Bi,Ni)(Zn2+,Cu,Co,Ni,Fe)2(As5+O4)2¬∑2H2O"
Tsumebite,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,1,1,1,1,,,,,,,,,,,,,,,,,3,8,"Pb2+2(Cu2+,Zn)[(P5+,As)O4](S6+O4)(OH)"
Tsumgallite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,1,3,GaOOH
Tsumoite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,BiTe
Tsygankoite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,6,Mn8Tl8Hg2(Sb21Pb2Tl)S48
Tubulite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,Ag2Pb22Sb20S53
Tučekite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,Ni9Sb2S8
Tugarinovite,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,1,,,,,4,2,Mo4+O2
Tugtupite,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,3,6,Na4BeAlSi4O12Cl
Tuhualite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,NaFe2+Fe3+Si6O15
Tuite,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,Ca3(PO4)2
Tulameenite,,,,,,,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,"(Cu,Ni)FePt2"
Tuliokite,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,6,Na6BaTh(CO3)6¬∑6H2O
Tululite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,8,"Ca14(Fe3+,Al)(Al,Zn,Fe3+,Si,P,Mn,Mg)15O36"
Tumchaite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,Na2Zr4+Si4O11¬∑2H2O
Tundrite-(Ce),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,2,,Na2Ce3+2Ti4+O2SiO4(CO3)2
Tundrite-(Nd),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,Na2Nd3+2Ti4+O2(SiO4)(CO3)2
Tunellite,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,SrB6O9(OH)2¬∑3H2O
Tungsten,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,1,,1,,1,,,,,1,,,,,,,,,,,,,,1,,,,,,,,1,7,1,W
Tungstenite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,4,2,WS2
Tungstibite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,Sb3+2W6+O6
Tungstite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1,3,WO3¬∑H2O
Tungusite,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,Ca14Fe2+9Si24O60(OH)22
Tunisite,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,7,NaCa2Al4(CO3)4(OH)8Cl
Tuperssuatsiaite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,6,"Na2(Fe3+,Mn2+)3Si8O20(OH)2¬∑4H2O"
Turanite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,1,,,,,,,,,,,,,1,4,Cu2+5(V5+O4)2(OH)4
Turkestanite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,"(K,[box])(Ca,Na)2ThSi8O20¬∑nH2O"
Turneaureite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,1,,,1,,,,,,,,,,,,,,2,,Ca5(As5+O4)3Cl
Turquoise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,1,6,"Cu2+(Al,Fe3+)6(P5+O4)4(OH)8¬∑4H2O"
Turtmannite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,6,Mn2+25O5(V5+O4)3(SiO4)3(OH)20
Tuscanite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,8,"KCa6(Si,Al)10O22(SO4,CO3)2(OH)¬∑H2O"
Tusionite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,Mn2+Sn4+(BO3)2
Tuzlaite,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5,NaCaB5O8(OH)2¬∑3H2O
Tvalchrelidzeite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,Hg3SbAsS3
Tvedalite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,Ca4Be3Si6O17(OH)4¬∑3H2O
Tveitite-(Y),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,"(Y,Na)6(Ca,Na,Y)12(Ca,Na)F42"
Tvrdýite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,1,,Fe2+Fe3+2Al3(PO4)4(OH)5¬∑6H2O
Tweddillite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,CaSrMn3+2Al(Si2O7)(SiO4)O(OH)
Twinnite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,PbSb2S4
Tychite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,7,"Na6(Mg,Fe2+,Mn2+)2(CO3)4(SO4)"
Tyretskite,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,Ca2B5O9(OH)¬∑H2O
Tyrolite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,1,,,1,,,,,,,,,,,,,,1,6,Ca2Cu2+9(As5+O4)4(CO3)(OH)8¬∑11H2O
Tyrrellite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,"Cu2+(Co3+,Ni3+)2Se2-4"
Tyuyamunite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,1,,,,,,,,,,,,,,,1,5,Ca(U6+O2)2(V5+O4)2¬∑5-8H2O
Uakitite,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,VN
Uchucchacuaite,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,Ag1+Mn2+Pb2+3Sb3+5S2-12
Udinaite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,4,NaMg4(V5+O4)3
Uduminelite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,2,5,Ca3Al8(PO4)2O12¬∑2H2O
Uedaite-(Ce),,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,Mn2+Ce3+Al2Fe2+(Si2O7)(SiO4)O(OH)
Uklonskovite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,1,,,,,,,,,,,,,,1,6,NaMg(S6+O4)F¬∑2H2O
Ulexite,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,NaCaB5O6(OH)6¬∑5H2O
Ulfanderssonite-(Ce),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,8,"(Ce3+15Ca)Mg2(SiO4)10(SiO3OH)(OH,F)5Cl3"
Ullmannite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,"(Ni,Co)SbS"
Ulrichite,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,6,CaCu2+(U6+O2)(P5+O4)2¬∑4H2O
Ulvöspinel,,,,,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,6,4,"(Fe2+,Mg)2Ti4+O4"
Umangite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,Cu3Se2
Umbite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,6,"K2(Zr4+,Ti4+)Si3O9¬∑H2O"
Umbozerite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,6,Na3Sr4Th4+Si8O23(OH)
Umbrianite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,8,K7Na2Ca2[Al3Si10O29]F2Cl2
Umohoite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,1,4,(U6+O2)Mo6+O4¬∑2H2O
Ungavaite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,Pd4Sb3
Ungemachite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,1,7,K3Na8Fe3+(S6+O4)6(N5+O3)2¬∑6H2O
Upalite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,1,,,,,,,,,,,,,,,1,,Al(U6+O2)3(PO4)2O(OH)¬∑7H2O
Uralborite,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,CaB2O2(OH)4
Uralolite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,2,5,Ca2Be4(PO4)3(OH)3¬∑5H2O
Uramarsite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,1,,,,,,,,,,,,,,,1,,N3-H4(U6+O2)As5+O4¬∑3H2O
Uramphite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,1,,,,,,1,,,,,,,,,2,5,N3-H4(U6+O2)PO4¬∑3H2O
Urancalcarite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,1,,,,,,,,,,,,,,,1,5,Ca(U6+O2)3CO3(OH)6¬∑3H2O
Uraninite,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,1,1,,,1,1,,,,,7,2,U4+O2
Uranocircite-II,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,1,,,,,,,,,,,,,,,1,5,Ba(U6+O2)2(PO4)2¬∑10H2O
Uranophane-α,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,1,,1,,3,5,Ca(U6+O2)2(SiO3OH)2¬∑5H2O
Uranophane-α,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,1,5,Ca(U6+O2)2(SiO3OH)2¬∑5H2O
Uranopilite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,1,,,,,,,,,,,1,,,,2,4,(U6+O2)6S6+O4O2(OH)6¬∑14H2O
Uranopolycrase,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,"(U4+,Y3+)(Ti4+,Nb5+,Ta5+)2(O,OH)6"
Uranosilite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,1,3,(U6+O2)Si7O15
Uranospathite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,1,,,,,,,,,,,,,,,1,5,"(Al,[box])(U6+O2)2F(PO4)2¬∑20(H2O,F)"
Uranosphaerite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,1,4,Bi3+(U6+O2)O2(OH)
Uranospinite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,1,,,,,,,,,,,,,,,1,5,Ca(U6+O2)2(As5+O4)2¬∑10H2O
Uranotungstite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,1,5,Fe2+(U6+O2)2W6+O4(OH)4¬∑12H2O
Urea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,2,4,CO(N3-H2)2
Uricite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,2,4,C5H4N4O3
Uroxite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,2,4,[(U6+O2)2((C2)6+O4)(OH)2(H2O)2]¬∑H2O
Urusovite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,4,Cu2+AlO(As5+O4)
Urvantsevite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,"Pd(Bi,Pb)2"
Ushkovite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,1,,,,,,,,,,,,,,,,2,,MgFe3+2(P5+O4)2(OH)2¬∑8H2O
Usovite,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,2,5,Ba2CaMgAl2F14
Ussingite,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5,Na2AlSi3O8(OH)
Ustarasite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,"Pb(Bi,Sb)6S10"
Usturite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,6,"Ca3Zr4+(Sb5+,SnFe3+3O12"
Utahite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,1,,,,2,5,Cu2+5Zn2+3(Te6+O4)4(OH)8¬∑7H2O
Uvanite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,1,,,,,,,,,,,,,,,1,4,U6+2V5+6O21¬∑15H2O
Uvarovite,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,,,1,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,4,Ca3Cr3+2(SiO4)3
Uvite,,,,,,,,,,,,,,,,,,,1,,,,1,,,1,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,7,CaMg3(Al5Mg)(Si6O18)(BO3)3(OH)3OH
Uytenbogaardtite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,Ag3AuS2
Uzonite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,2,2,As4S5
Vaesite,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,"(Ni2+,Co2+)(S2)2-"
Vajdakite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,1,4,(Mo6+O2)2As3+2O5¬∑3H2O
Valentinite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,1,1,,,3,2,Sb3+2O3
Valleriite,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,2,8,"2[(Fe,Cu,Ni)S]¬∑1.53[(Mg,Al)(OH)2]"
Valleyite,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,Ca4Fe3+6O13
Vanackerite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,1,,,,,,,,,,,,,,1,,Pb2+4Cd2+(As5+O4)3Cl
Vanadinite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,1,,,,,,,,,,,,,,1,4,Pb2+5(V5+O4)3Cl
Vanadio-oxy-chromium-dravite,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,NaV3+3(Cr3+4Mg2)(Si6O18)(BO3)3(OH)3O
Vanadio-oxy-dravite,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,NaV3+3(Al4Mg2)(Si6O18)(BO3)3(OH)3O
Vanadio-pargasite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,1,8,NaCa2(Mg4V3+)[Si6Al2]O22(OH)2
Vanadiocarpholite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,Mn2+V3+AlSi2O6(OH)4
Vanadium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,1,,,4,1,V
Vanadoallanite-(La),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,CaLa3+V3+AlFe2+(Si2O7)(SiO4)O(OH)
Vanadoandrosite-(Ce),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,Mn2+Ce3+V3+AlMn2+O(Si2O7)(SiO4)(OH)
Vanadomalayaite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,CaV4+OSiO4
Vanalite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,1,5,NaAl8V5+10O38¬∑30H2O
Vanarsite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,1,,,,,,,,,,,,1,,,,2,6,NaCa12(As3+V5+8.5V4+3.5As5+6O51)2¬∑78H2O
Vandenbrandeite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,1,4,Cu2+U6+O2(OH)4
Vandendriesscheite,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,2,4,Pb2+1.6(U6+O2)10O6(OH)11¬∑11H2O
Vanderheydenite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,1,5,Zn2+6(P5+O4)2(S6+O4)(OH)4¬∑7H2O
Vandermeerscheite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,1,,,,,,,,,,,,,,,1,5,K2[(U6+O2)2V5+2O8]¬∑2H2O
Vaniniite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,1,,,,,,,,,,,,,,,,1,5,Ca2Mn2+3Mn3+2O2(As5+O4)4¬∑2H2O
Vanmeersscheite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,1,,,,,,,,,,,,,,,,,1,5,"U6+(U6+O2)3[P,As)O4]2(OH)6¬∑4H2O"
Vanoxite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,1,,,,,,2,3,V4+4V5+2O13¬∑8H2O
Vantasselite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,1,4,Al4(PO4)3(OH)3¬∑9H2O
Vanthoffite,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,2,4,Na6Mg(S6+O4)4
Vanuralite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,1,,,,,,,,,,,,,,,1,5,Al(U6+O2)2(V5+O4)2(OH)¬∑8.5H2O
Vapnikite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,3,Ca3U6+O6
Varennesite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,2,8,"Na8(Mn2+,Fe3+,Ti4+)2Si10O25(OH,Cl)2¬∑12H2O"
Variscite,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,1,,,,,,,,,,,1,,,,,,,4,4,AlPO4¬∑2H2O
Varlamoffite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,1,4,"(Sn4+,Fe3+)(O,OH)2"
Varulite,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,Na2Mn2+(Mn2+Fe3+)(PO4)3
Vashegyite,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,2,4,Al11(PO4)9(OH)6¬∑38H2O
Vasilite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,"(Pd,Cu)16(S,Te)7"
Vasilseverginite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,4,Cu2+9O4(As5+O4)2(S6+O4)2
